GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
mybatis-ignite,org.mybatis.caches.ignite,DummyReadWriteLock,0,14,0,0,0,4,0,3,0,3
mybatis-ignite,org.mybatis.caches.ignite,IgniteCacheAdapter,12,269,1,13,3,55,1,22,0,16
mybatis-ignite,org.mybatis.caches.ignite,DummyReadWriteLock.DummyLock,0,12,0,0,0,7,0,7,0,7
